Record ID,Institute,WorkArea,CESSATION YEAR,Reason for ceasing employment,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,Main Factor.     Which of these was the main factor for leaving?,InstituteViews. Topic:1. I feel the senior leadership had a clear vision and direction,InstituteViews. Topic:2. I was given access to skills training to help me do my job better,InstituteViews. Topic:3. I was given adequate opportunities for personal development,InstituteViews. Topic:4. I was given adequate opportunities for promotion within %Institute]Q25LBL%,InstituteViews. Topic:5. I felt the salary for the job was right for the responsibilities I had,InstituteViews. Topic:6. The organisation recognised when staff did good work,InstituteViews. Topic:7. Management was generally supportive of me,InstituteViews. Topic:8. Management was generally supportive of my team,InstituteViews. Topic:9. I was kept informed of the changes in the organisation which would affect me,InstituteViews. Topic:10. Staff morale was positive within the Institute,InstituteViews. Topic:11. If I had a workplace issue it was dealt with quickly,InstituteViews. Topic:12. If I had a workplace issue it was dealt with efficiently,InstituteViews. Topic:13. If I had a workplace issue it was dealt with discreetly,WorkUnitViews. Topic:14. I was satisfied with the quality of the management and supervision within my work unit,WorkUnitViews. Topic:15. I worked well with my colleagues,WorkUnitViews. Topic:16. My job was challenging and interesting,WorkUnitViews. Topic:17. I was encouraged to use my initiative in the course of my work,WorkUnitViews. Topic:18. I had sufficient contact with other people in my job,WorkUnitViews. Topic:19. I was given adequate support and co-operation by my peers to enable me to do my job,WorkUnitViews. Topic:20. I was able to use the full range of my skills in my job,WorkUnitViews. Topic:21. I was able to use the full range of my abilities in my job. ; Category:Level of Agreement; Question:YOUR VIEWS ABOUT YOUR WORK UNIT],WorkUnitViews. Topic:22. I was able to use the full range of my knowledge in my job,WorkUnitViews. Topic:23. My job provided sufficient variety,WorkUnitViews. Topic:24. I was able to cope with the level of stress and pressure in my job,WorkUnitViews. Topic:25. My job allowed me to balance the demands of work and family to my satisfaction,WorkUnitViews. Topic:26. My supervisor gave me adequate personal recognition and feedback on my performance,"WorkUnitViews. Topic:27. My working environment was satisfactory e.g. sufficient space, good lighting, suitable seating and working area",WorkUnitViews. Topic:28. I was given the opportunity to mentor and coach others in order for me to pass on my skills and knowledge prior to my cessation date,WorkUnitViews. Topic:29. There was adequate communication between staff in my unit,WorkUnitViews. Topic:30. Staff morale was positive within my work unit,Induction. Did you undertake Workplace Induction?,InductionInfo. Topic:Did you undertake a Corporate Induction?,InductionInfo. Topic:Did you undertake a Institute Induction?,InductionInfo. Topic: Did you undertake Team Induction?,InductionInfo. Face to Face Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. On-line Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. Induction Manual Topic:Did you undertake a Corporate Induction?,InductionInfo. Face to Face Topic:Did you undertake a Institute Induction?,InductionInfo. On-line Topic:Did you undertake a Institute Induction?,InductionInfo. Induction Manual Topic:Did you undertake a Institute Induction?,InductionInfo. Face to Face Topic: Did you undertake Team Induction; Category?,InductionInfo. On-line Topic: Did you undertake Team Induction?process you undertook and how it was conducted.],InductionInfo. Induction Manual Topic: Did you undertake Team Induction?,Workplace. Topic:Did you and your Manager develop a Performance and Professional Development Plan (PPDP)?,Workplace. Topic:Does your workplace promote a work culture free from all forms of unlawful discrimination?,Workplace. Topic:Does your workplace promote and practice the principles of employment equity?,Workplace. Topic:Does your workplace value the diversity of its employees?,Workplace. Topic:Would you recommend the Institute as an employer to others?,Gender.     What is your Gender?,CurrentAge.     Current Age,Employment Type.     Employment Type,Classification.     Classification,LengthofServiceOverall. Overall Length of Service at Institute (in years),LengthofServiceCurrent. Length of Service at current workplace (in years)
6.34202E+17,Central Queensland Institute of TAFE,Delivery (teaching),2010,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Yes,No,Yes,No,-,-,-,-,-,,-,-,-,No,Yes,Yes,Yes,Yes,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34206E+17,Central Queensland Institute of TAFE,Delivery (teaching),2010,Retirement,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,,Agree,Agree,Agree,Not Applicable,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,,No,Yes,No,-,-,-,-,On-line,-,-,-,-,Yes,Yes,Yes,Yes,No,Female,56 or older,Permanent Part-time,Teacher (including LVT),20-Nov,20-Nov
6.34206E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2010,Resignation,Career Move - Public Sector,Career Move - Private Sector,-,-,-,-,-,-,-,-,Other,-,Career Move - Private Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34208E+17,Southbank Institute of Technology,Non-Delivery (corporate),2010,Resignation,-,-,-,-,-,-,-,-,-,Travel,-,-,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,,,,,,
6.34208E+17,The Bremer Institute of TAFE,Delivery (teaching),2010,Termination,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,
6.34208E+17,Southbank Institute of Technology,Non-Delivery (corporate),2010,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,,,,,,
6.34209E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2010,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,,Disagree,Disagree,Disagree,Disagree,Neutral,,Disagree,,,,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Yes,No,Yes,,No,Female,26 – 30,Temporary Part-time,Administration (AO),Less than 1 year,Less than 1 year
6.34209E+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2010,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,,Disagree,Strongly Disagree,Neutral,Neutral,,Disagree,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,,,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Disagree,Neutral,Not Applicable,Neutral,Yes,,,Yes,-,-,-,-,-,-,-,-,-,Yes,,,,,Female,36 – 40,Permanent Full-time,Teacher (including LVT),20-Nov,20-Nov
6.34209E+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2010,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,,Agree,Neutral,Disagree,Not Applicable,Disagree,Disagree,Neutral,Disagree,,,,,,,,,,,,,,,,,Agree,Neutral,Agree,Not Applicable,,,Yes,,,,-,-,-,-,-,-,-,-,-,Yes,,,,,Male,31 – 35,Permanent Full-time,Teacher (including LVT),4-Mar,4-Mar
6.34209E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2010,Contract Expired,,,,,,,,,,,,,,Neutral,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,,,,,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,,,-,-,-,-,-,-,-,-,-,Yes,,,,,Male,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34209E+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2010,Contract Expired,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,,,-,-,-,-,-,-,-,-,-,Yes,,,,,Male,36 – 40,Permanent Full-time,Teacher (including LVT),20-Nov,20-Nov
6.34209E+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2010,Resignation,Career Move - Public Sector,Career Move - Private Sector,-,-,-,-,-,-,-,-,Other,-,Other,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,,,,,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,,,,,,,,,No,,,,,,,,,,,,,No,,,,,Male,51-55,Permanent Full-time,Teacher (including LVT),20-Nov,20-Nov
6.34209E+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2010,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,,,,,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,,,Agree,Agree,Disagree,Neutral,Agree,Neutral,,,Yes,,,,-,-,-,-,-,-,-,-,-,Yes,,,,,Female,56 or older,Permanent Part-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34212E+17,Tropical North Institute of TAFE,Delivery (teaching),2010,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Dissatisfaction with %[Institute]Q25LBL%,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Yes,No,Yes,No,-,-,-,Face to Face,On-line,-,-,-,-,No,Yes,Yes,No,No,Male,31 – 35,Permanent Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34212E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2010,Transfer,Career Move - Public Sector,-,-,-,Maternity/Family,-,Job Dissatisfaction,-,-,-,-,-,Maternity/Family,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,,Neutral,Neutral,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,31 – 35,Permanent Part-time,Administration (AO),10-Jul,10-Jul
6.34213E+17,Barrier Reef Institute of TAFE,Non-Delivery (corporate),2010,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,Face to Face,-,-,Face to Face,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Male,56 or older,Permanent Full-time,Administration (AO),4-Mar,4-Mar
6.34214E+17,Southbank Institute of Technology,Non-Delivery (corporate),2010,Contract Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34214E+17,Southbank Institute of Technology,Non-Delivery (corporate),2010,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34214E+17,Mount Isa Institute of TAFE,Non-Delivery (corporate),2010,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Job Dissatisfaction,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,41 – 45,Permanent Full-time,Administration (AO),4-Mar,4-Mar
6.34215E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2010,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,,Yes,,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,,,,,,,,,,,
6.34217E+17,Mount Isa Institute of TAFE,Non-Delivery (corporate),2010,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34218E+17,Southbank Institute of Technology,Non-Delivery (corporate),2010,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Yes,Yes,No,Yes,Face to Face,-,-,-,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,31 – 35,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34219E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2010,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,,,,,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,,,,-,-,-,-,-,-,-,-,-,No,,,,,Female,26 – 30,Temporary Full-time,Administration (AO),4-Mar,4-Mar
6.34219E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2010,Contract Expired,,,,,,,,,,,,,,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Yes,No,Yes,No,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,No,No,Female,26 – 30,Permanent Full-time,Tutor,4-Mar,2-Jan
6.34219E+17,Southbank Institute of Technology,Non-Delivery (corporate),2010,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,,Disagree,Strongly Disagree,,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Yes,,Yes,,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,No,No,No,Female,56 or older,Permanent Full-time,Administration (AO),4-Mar,4-Mar
6.34219E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2010,Contract Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34219E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2010,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,,,-,-,-,-,-,-,-,-,-,Yes,,,,,Female,56 or older,Permanent Full-time,Administration (AO),4-Mar,4-Mar
6.34219E+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2009,Contract Expired,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,,,-,-,-,-,-,-,-,-,-,Yes,Yes,,,Yes,Male,26 – 30,Permanent Full-time,Tutor,4-Mar,4-Mar
6.34219E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2009,Contract Expired,,,,,,,,,,,,,,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Yes,,,,-,-,-,-,-,-,-,-,-,No,,,,,Female,51-55,Permanent Full-time,Administration (AO),20-Nov,20-Nov
6.3422E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2009,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,,,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,,,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Yes,,,,-,-,-,-,-,-,-,-,-,No,No,,,,Male,51-55,Permanent Full-time,Operational (OO),4-Mar,4-Mar
6.3422E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2010,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,Interpersonal Conflict,-,-,-,-,Interpersonal Conflict,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly Disagree,Neutral,Agree,Neutral,Strongly Disagree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,No,Male,46 – 50,Permanent Full-time,Operational (OO),20-Nov,Less than 1 year
6.34221E+17,Mount Isa Institute of TAFE,Non-Delivery (corporate),2010,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,Other,-,Other,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Female,21 – 25,Permanent Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34224E+17,Barrier Reef Institute of TAFE,Non-Delivery (corporate),2010,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,-,-,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,31 – 35,Temporary Full-time,Administration (AO),2-Jan,2-Jan
6.34224E+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2010,Contract Expired,,,,,,,,,,,,,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No,No,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,31 – 35,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34225E+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2010,Contract Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34226E+17,Central Queensland Institute of TAFE,Delivery (teaching),2010,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,51-55,Permanent Full-time,Teacher (including LVT),4-Mar,4-Mar
6.34227E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2010,Transfer,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,,,,,,,,,,,,,,,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Yes,,Yes,,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,,No,Female,51-55,Permanent Full-time,Administration (AO),4-Mar,4-Mar
6.34227E+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2010,Resignation,Career Move - Public Sector,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Career Move - Public Sector,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,No,,,,,,,,,,,,,No,Yes,Yes,No,No,Female,36 – 40,Permanent Full-time,Professional Officer (PO),10-Jul,10-Jul
6.34227E+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2010,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,No,,,,-,-,-,-,-,-,-,-,-,No,Yes,Yes,No,Yes,Female,51-55,Permanent Full-time,Administration (AO),6-May,6-May
6.34227E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2010,Contract Expired,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,Induction Manual,No,Yes,Yes,Yes,Yes,Female,41 – 45,Contract/casual,Teacher (including LVT),Less than 1 year,20-Nov
6.34231E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2010,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,No,No,No,Female,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,2-Jan
6.34232E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2010,Contract Expired,,,,,,,,,,,,,,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Yes,Yes,Yes,Yes,Face to Face,-,Induction Manual,Face to Face,-,Induction Manual,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,,,,,,
